PLANT;PURCH_ORD;PN;PURCH_ITEM;PURCH_ORD_QTY;PURCH_DELIV_DATE
71;22.400.288;F003223;22400288/1;2;08/02/24
71;22.400.289;F003720;22400289/1;375;05/02/24
71;22.400.290;F000463;22400290/1;5.625;24/04/24
71;22.400.291;F000744;22400291/1;10;08/03/24
71;22.400.292;F002644;22400292/1;1;16/02/24
71;22.400.294;F002945;22400294/1;1;10/01/24
71;22.400.296;F001594;22400296/1;25;02/02/24
71;22.400.298;F002134;22400298/1;512;12/01/24
71;22.400.299;A004029;22400299/1;5.100;26/01/24
71;22.400.299;A004029;22400299/2;5.100;26/01/24
71;22.400.300;A007953;22400300/1;5.100;26/01/24
71;22.400.300;A007953;22400300/2;5.100;26/01/24
71;22.400.301;B004857;22400301/1;14.000;05/02/24
71;22.400.302;A006716;22400302/1;14.000;12/02/24
71;22.400.303;B001670;22400303/2;5.667;02/02/24
71;22.400.303;B001670;22400303/1;15.000;02/02/24
71;22.400.304;A003587;22400304/1;15.000;19/02/24
71;22.400.304;A003587;22400304/2;5.667;19/02/24
71;22.400.305;B005604;22400305/1;1;23/12/24
71;22.400.306;B005876;22400306/1;1;24/01/24
71;22.400.308;F003886;22400308/1;1;24/01/24
71;22.400.309;F003776;22400309/1;1;24/01/24
71;22.400.311;F001936;22400311/1;1;24/01/24
71;22.400.313;C004084;22400313/1;2;18/01/24
71;22.400.316;D006457;22400316/1;11.000;06/03/24
71;22.400.325;F002668;22400325/1;45;26/03/24
71;22.400.326;F002888;22400326/1;5;30/01/24
71;22.400.326;F000312;22400326/2;1;12/02/24
71;22.400.327;F003042;22400327/2;3.000;17/04/24
71;22.400.327;F003042;22400327/1;4.000;08/03/24
71;22.400.328;F003055;22400328/1;2.000;11/03/24
71;22.400.329;F003217;22400329/1;20;29/03/24
71;22.400.330;F003666;22400330/2;10;08/03/24
71;22.400.330;F003665;22400330/1;10;08/03/24
71;22.400.331;F002002;22400331/1;10;06/02/24
71;22.400.334;D010875;22400334/1;14.500;18/03/24
71;22.400.334;D008146;22400334/2;25.000;12/03/24
71;22.400.335;D008145;22400335/1;140.000;14/02/24
71;22.400.335;D008145;22400335/2;130.000;29/02/24
71;22.400.336;E000095;22400336/1;5.000;29/03/24
71;22.400.337;E003569;22400337/5;550;15/02/24
71;22.400.337;E004275;22400337/2;1.200;29/03/24
71;22.400.337;E000728;22400337/1;1.600;28/03/24
71;22.400.337;E000701;22400337/3;350;23/02/24
71;22.400.337;E003181;22400337/4;320;21/02/24
71;22.400.337;E003793;22400337/6;1.400;15/02/24
71;22.400.338;E002170;22400338/1;40.000;15/04/24
71;22.400.338;E002171;22400338/2;40.000;15/04/24
71;22.400.339;E003534;22400339/2;300;22/02/24
71;22.400.339;E003319;22400339/1;7.000;23/02/24
71;22.400.340;E002396;22400340/2;465;29/04/24
71;22.400.340;E004127;22400340/1;650;13/03/24
71;22.400.342;E002283;22400342/1;201.600;16/04/24
71;22.400.343;A007570;22400343/1;7.500;30/01/24
71;22.400.344;A001673;22400344/1;8.400;22/01/24
71;22.400.345;E003128;22400345/1;50;15/02/24
71;22.400.346;A006552;22400346/2;25.000;30/01/24
71;22.400.346;A006908;22400346/1;25.000;29/01/24
71;22.400.346;A006909;22400346/3;25.000;05/02/24
71;22.400.347;E001511;22400347/1;54.400;03/04/24
71;22.400.348;E001897;22400348/1;2.000;15/03/24
71;22.400.349;E004113;22400349/1;15.000;12/04/24
71;22.400.350;E000093;22400350/1;2.000;03/04/24
71;22.400.351;E003529;22400351/1;1.600;07/03/24
71;22.400.352;D004925;22400352/2;18.500;22/03/24
71;22.400.352;D004509;22400352/1;11.500;22/03/24
71;22.400.353;F000227;22400353/1;150;23/01/24
71;22.400.354;F000571;22400354/1;50;07/02/24
71;22.400.355;F000284;22400355/1;40;02/02/24
71;22.400.356;F002838;22400356/1;1;15/03/24
71;22.400.357;F002408;22400357/1;1.800;15/02/24
71;22.400.358;D002114;22400358/1;1.000;15/03/24
71;22.400.360;F001521;22400360/1;1.080;09/02/24
71;22.400.361;F003089;22400361/1;240;28/03/24
71;22.400.362;F003113;22400362/1;3.000;29/03/24
71;22.400.363;F003231;22400363/1;25;04/03/24
71;22.400.364;F000010;22400364/1;200;04/04/24
71;22.400.365;F000086;22400365/1;350;05/04/24
71;22.400.366;F000214;22400366/1;640;05/03/24
71;22.400.367;F003723;22400367/1;4;26/01/24
71;22.400.368;F002944;22400368/1;25;22/01/24
71;22.400.369;F001038;22400369/1;250;12/04/24
71;22.400.370;F001127;22400370/1;50;10/05/24
71;22.400.371;F001962;22400371/1;614,141;01/03/24
71;22.400.372;F002057;22400372/1;25;16/04/24
71;22.400.372;F003029;22400372/2;275;08/03/24
71;22.400.373;F002177;22400373/1;120;30/01/24
71;22.400.374;F002186;22400374/1;2;15/03/24
71;22.400.375;F002272;22400375/1;1;15/02/24
71;22.400.376;D004415;22400376/1;1.000;28/02/24
71;22.400.377;D006853;22400377/1;120;02/02/24
71;22.400.379;D007228;22400379/1;22.000;20/02/24
71;22.400.379;D011268;22400379/8;9.000;08/02/24
71;22.400.379;D009489;22400379/5;20.500;20/02/24
71;22.400.379;D007510;22400379/2;13.000;22/02/24
71;22.400.379;D008790;22400379/3;20.000;20/02/24
71;22.400.379;D010798;22400379/6;9.800;21/02/24
71;22.400.379;D008922;22400379/4;10.000;20/02/24
71;22.400.379;D010806;22400379/7;5.000;26/02/24
71;22.400.380;D008144;22400380/2;120.000;15/03/24
71;22.400.380;D008209;22400380/3;8.500;20/02/24
71;22.400.380;D008144;22400380/1;115.000;28/02/24
71;22.400.381;D008923;22400381/3;10.000;19/02/24
71;22.400.381;D009490;22400381/6;20.500;19/02/24
71;22.400.381;D008791;22400381/2;19.000;19/02/24
71;22.400.381;D010807;22400381/5;5.000;22/02/24
71;22.400.381;D008210;22400381/1;9.500;19/02/24
71;22.400.381;D010799;22400381/4;10.000;22/02/24
71;22.400.382;D011269;22400382/1;9.000;06/02/24
71;22.400.383;C004084;22400383/1;3;18/01/24
71;22.400.384;A007786;22400384/1;1;19/01/24
71;22.400.385;A006174;22400385/1;1;17/01/24
71;22.400.386;A007910;22400386/1;1;17/01/24
71;22.400.387;A007846;22400387/1;1;17/01/24
71;22.400.388;B002345;22400388/1;1;17/01/24
71;22.400.389;B005962;22400389/1;1;17/01/24
71;22.400.390;B005962;22400390/1;1;17/01/24
71;22.400.393;C003959;22400393/1;1;17/01/24
71;22.400.394;C003959;22400394/1;1;17/01/24
71;22.400.395;C003959;22400395/1;1;17/01/24
71;22.400.396;F003869;22400396/2;80;12/02/24
71;22.400.396;F003067;22400396/1;1;12/02/24
71;22.400.397;F003301;22400397/1;25;22/02/24
71;22.400.398;F002634;22400398/1;8;17/04/24
71;22.400.398;F003469;22400398/2;37;29/03/24
71;22.400.398;F003703;22400398/3;2;17/04/24
71;22.400.400;F003328;22400400/1;1;08/03/24
71;22.400.401;F003729;22400401/1;225;05/04/24
71;22.400.402;E002269;22400402/1;80.000;15/01/24
71;22.400.403;C003959;22400403/1;1;17/01/24
71;22.400.404;C004525;22400404/1;1;17/01/24
71;22.400.405;B005771;22400405/1;1;17/01/24
71;22.400.406;B005771;22400406/1;1;17/01/24
71;22.400.407;B002674;22400407/1;1;17/01/24
71;22.400.408;C002236;22400408/1;1;17/01/24
71;22.400.410;C003959;22400410/1;1;17/01/24
71;22.400.411;A005920;22400411/1;1;17/01/24
71;22.400.412;F000923;22400412/1;1;22/01/24
71;22.400.413;F002175;22400413/1;1;22/01/24
71;22.400.429;F003892;22400429/1;2;01/02/24
71;22.400.432;B000697;22400432/1;1;19/01/24
71;22.400.433;F003876;22400433/1;1;19/01/24
71;22.400.434;A006174;22400434/1;1;19/01/24
71;22.400.435;A007456;22400435/1;1;19/01/24
71;22.400.436;F001966;22400436/1;1;19/01/24
71;22.400.437;F002398;22400437/1;1;19/01/24
71;22.400.438;F002021;22400438/1;1;15/01/24
71;22.400.439;F000022;22400439/1;1;19/01/24
71;22.400.442;D010933;22400442/2;10.500;03/04/24
71;22.400.442;D008606;22400442/1;13.000;05/07/24
71;22.400.444;E003525;22400444/1;350;01/03/24
71;22.400.445;D008843;22400445/6;43.000;21/03/24
71;22.400.445;D005380;22400445/5;10.200;21/03/24
71;22.400.445;D006417;22400445/4;18.000;06/05/24
71;22.400.445;D010540;22400445/1;2.500;02/04/24
71;22.400.445;D011683;22400445/3;42.000;15/04/24
71;22.400.448;D010137;22400448/7;36.500;16/04/24
71;22.400.448;D005604;22400448/5;367.710;15/05/24
71;22.400.448;D010047;22400448/3;9.650;25/03/24
71;22.400.448;D008834;22400448/6;6.000;16/04/24
71;22.400.448;D010247;22400448/4;51.000;09/04/24
71;22.400.449;E002801;22400449/1;156.800;02/05/24
71;22.400.449;E004119;22400449/2;360.000;02/04/24
71;22.400.450;E003055;22400450/1;238.000;05/04/24
71;22.400.451;E004317;22400451/1;150.000;10/05/24
71;22.400.453;D000323;22400453/1;48.000;31/12/24
71;22.400.453;D007310;22400453/3;5.000;09/04/24
71;22.400.453;D002989;22400453/2;4.000;03/04/24
71;22.400.453;D004587;22400453/4;3.200;02/04/24
71;22.400.454;D003300;22400454/1;100.000;22/04/24
71;22.400.455;D006640;22400455/3;40.000;04/04/24
71;22.400.455;D010248;22400455/1;330.000;12/04/24
71;22.400.457;D011440;22400457/1;35.000;25/01/24
71;22.400.459;D006564;22400459/2;41.000;09/02/24
71;22.400.459;D006798;22400459/3;10.300;04/03/24
71;22.400.459;D008351;22400459/4;56.000;10/04/24
71;22.400.459;D005605;22400459/1;320.000;10/05/24
71;22.400.460;A006706;22400460/5;1;16/01/24
71;22.400.460;A005572;22400460/1;1;16/01/24
71;22.400.460;A005572;22400460/2;1;16/01/24
71;22.400.460;A005572;22400460/3;1;16/01/24
71;22.400.460;A006706;22400460/6;1;16/01/24
71;22.400.460;A006706;22400460/4;1;16/01/24
71;22.400.461;D006796;22400461/2;10.300;06/03/24
71;22.400.461;D006563;22400461/1;39.000;05/02/24
71;22.400.461;D008350;22400461/3;57.000;09/04/24
71;22.400.465;D010875;22400465/1;7.000;19/01/24
71;22.400.467;D011046;22400467/1;10.500;09/02/24
71;22.400.468;D011047;22400468/1;10.500;01/02/24
71;22.400.473;D008533;22400473/1;12.000;18/01/24
71;22.400.474;D007492;22400474/1;800;14/03/24
71;22.400.474;D008673;22400474/2;7.000;31/12/24
71;22.400.475;D011733;22400475/1;133.000;08/05/24
71;22.400.475;D011684;22400475/2;42.000;20/03/24
71;22.400.475;D011298;22400475/5;182.000;19/06/24
71;22.400.475;D011298;22400475/3;172.000;06/03/24
71;22.400.475;D011298;22400475/4;172.000;17/04/24
71;22.400.476;B006221;22400476/1;1;29/01/24
71;22.400.477;B005953;22400477/1;1;17/01/24
71;22.400.478;B005953;22400478/1;1;25/01/24
71;22.400.479;B005355;22400479/1;1;26/01/24
71;22.400.481;D009017;22400481/1;28.000;21/03/24
71;22.400.481;D009212;22400481/4;78.000;21/03/24
71;22.400.481;D009050;22400481/2;25.000;14/03/24
71;22.400.481;D010276;22400481/5;20.000;14/03/24
71;22.400.481;D009211;22400481/3;9.500;02/04/24
71;22.400.482;D010275;22400482/2;20.000;14/03/24
71;22.400.482;D009019;22400482/1;42.000;26/03/24
71;22.400.483;D009049;22400483/1;24.000;19/03/24
71;22.400.484;D005440;22400484/1;3.000;25/01/24
71;22.400.486;E003185;22400486/1;16.800;03/04/24
71;22.400.489;A007825;22400489/1;10.000;29/01/24
71;22.400.494;D010321;22400494/1;20.000;06/05/24
71;22.400.494;D011051;22400494/2;10.000;02/04/24
71;22.400.495;D010909;22400495/2;10.000;02/04/24
71;22.400.495;D011682;22400495/3;42.000;16/04/24
71;22.400.495;D009209;22400495/1;80.000;02/04/24
71;22.400.499;C004349;22400499/1;1;22/01/24
71;22.400.500;C001680;22400500/1;1;22/04/24
71;22.400.501;C001680;22400501/1;1;22/04/24
71;22.400.502;A006306;22400502/1;1;22/04/24
71;22.400.503;B001713;22400503/1;1;22/01/24
71;22.400.504;F000922;22400504/1;1;22/01/24
71;22.400.506;D009223;22400506/1;5.000;04/04/24
71;22.400.507;D002373;22400507/1;200.000;24/01/24
71;22.400.508;F000314;22400508/2;100;18/03/24
71;22.400.508;F000311;22400508/1;240;16/02/24
71;22.400.508;F002252;22400508/3;160;01/03/24
71;22.400.509;F002168;22400509/1;75;08/02/24
71;22.400.510;F002175;22400510/1;1.000;19/04/24
71;22.400.511;F002310;22400511/1;10;23/02/24
71;22.400.511;F001444;22400511/2;70;12/03/24
71;22.400.512;F003404;22400512/1;140;05/04/24
71;22.400.513;F003405;22400513/1;300;05/04/24
71;22.400.514;F003406;22400514/1;245;05/04/24
71;22.400.515;F002629;22400515/1;240;26/02/24
71;22.400.516;F002775;22400516/2;160;12/04/24
71;22.400.516;F002775;22400516/3;160;10/05/24
71;22.400.516;F002775;22400516/1;160;15/03/24
71;22.400.517;F003194;22400517/2;3.000;03/05/24
71;22.400.517;F003194;22400517/1;3.000;25/03/24
71;22.400.518;F003408;22400518/1;35;06/05/24
71;22.400.519;F003409;22400519/1;725;05/04/24
71;22.400.520;F003410;22400520/1;30;16/04/24
71;22.400.521;F000325;22400521/1;50;05/03/24
71;22.400.521;F000469;22400521/2;420;15/03/24
71;22.400.522;F003744;22400522/1;1.000;22/04/24
71;22.400.523;F003107;22400523/1;100;10/04/24
71;22.400.524;E002304;22400524/1;18.000;15/03/24
71;22.400.525;A007488;22400525/4;6.500;15/03/24
71;22.400.525;A007488;22400525/2;6.500;15/03/24
71;22.400.525;A007488;22400525/3;6.500;15/03/24
71;22.400.525;A007488;22400525/1;6.500;15/03/24
71;22.400.526;D004702;22400526/1;10.000;15/03/24
71;22.400.526;D009949;22400526/5;9.200;25/03/24
71;22.400.526;D009057;22400526/3;32.000;20/03/24
71;22.400.526;D009320;22400526/4;55.000;27/03/24
71;22.400.526;D009210;22400526/2;10.500;16/04/24
71;22.400.527;D008434;22400527/2;21.000;19/04/24
71;22.400.527;D009211;22400527/4;500;02/04/24
71;22.400.527;D008766;22400527/3;19.500;04/03/24
71;22.400.527;D004703;22400527/1;10.000;04/03/24
71;22.400.528;E003765;22400528/1;2.000;09/05/24
71;22.400.529;D006457;22400529/1;11.000;20/03/24
71;22.400.529;D002126;22400529/2;1.000;11/04/24
71;22.400.530;D008765;22400530/3;19.000;05/03/24
71;22.400.530;D008433;22400530/4;5.250;19/04/24
71;22.400.530;D007047;22400530/5;7.000;09/04/24
71;22.400.530;D008435;22400530/2;15.500;19/04/24
71;22.400.530;D007046;22400530/1;15.500;02/04/24
71;22.400.531;E002559;22400531/2;400;24/04/24
71;22.400.531;E002556;22400531/1;50;24/04/24
71;22.400.532;E000095;22400532/1;5.000;09/04/24
71;22.400.534;B005771;22400534/1;1;22/01/24
71;22.400.535;B005771;22400535/1;1;22/01/24
71;22.400.536;B005771;22400536/1;1;22/01/24
71;22.400.537;A007456;22400537/1;1;22/01/24
71;22.400.538;A006306;22400538/1;1;22/04/24
71;22.400.539;A007456;22400539/1;1;22/01/24
71;22.400.540;C003074;22400540/1;1;22/01/24
71;22.400.541;B005953;22400541/1;1;22/04/24
71;22.400.544;E004269;22400544/1;50.000;22/03/24
71;22.400.545;B005699;22400545/1;1;23/01/24
71;22.400.546;F003074;22400546/1;2;26/02/24
71;22.400.546;F003662;22400546/2;100;26/03/24
71;22.400.547;F003090;22400547/1;25;27/02/24
71;22.400.548;F003062;22400548/1;15;01/03/24
71;22.400.548;F003065;22400548/2;15;01/03/24
71;22.400.548;F003869;22400548/3;40;01/03/24
71;22.400.549;F003077;22400549/1;50;08/04/24
71;22.400.550;F000120;22400550/1;21.000;19/03/24
71;22.400.557;F000285;22400557/3;420;15/03/24
71;22.400.557;F000465;22400557/5;50;26/03/24
71;22.400.557;F000111;22400557/4;25;26/02/24
71;22.400.557;F000016;22400557/2;200;05/03/24
71;22.400.557;F000180;22400557/1;200;04/04/24
71;22.400.558;F001406;22400558/1;850;23/02/24
71;22.400.559;F000204;22400559/2;10.200;25/03/24
71;22.400.559;F000207;22400559/1;1.200;26/02/24
71;22.400.559;F000776;22400559/3;600;25/03/24
71;22.400.560;F000516;22400560/1;150;18/03/24
71;22.400.561;F000577;22400561/1;10;15/02/24
71;22.400.562;F000922;22400562/1;50;14/03/24
71;22.400.564;F000951;22400564/1;950;20/02/24
71;22.400.564;F001356;22400564/2;50;20/02/24
71;22.400.567;F001788;22400567/1;400;17/05/24
71;22.400.568;F003526;22400568/1;1;18/01/24
71;22.400.569;F000978;22400569/1;1;18/01/24
71;22.400.570;A007846;22400570/1;1;23/01/24
71;22.400.571;A007456;22400571/1;1;23/01/24
71;22.400.572;A007456;22400572/1;1;23/01/24
71;22.400.573;F001090;22400573/1;1;25/01/24
71;22.400.574;A006174;22400574/1;1;24/01/24
71;22.400.575;F002408;22400575/1;1;25/01/24
71;22.400.576;A004836;22400576/1;1;23/01/24
71;22.400.577;A007456;22400577/1;1;23/01/24
71;22.400.578;A007456;22400578/1;1;23/01/24
71;22.400.579;F001780;22400579/1;50;05/04/24
71;22.400.580;F001965;22400580/1;25;26/02/24
71;22.400.581;F001977;22400581/1;2.250;10/05/24
71;22.400.582;F002161;22400582/1;150;04/04/24
71;22.400.583;F002271;22400583/1;1.500;11/03/24
71;22.400.584;F003064;22400584/5;25;01/03/24
71;22.400.584;F003057;22400584/1;450;19/02/24
71;22.400.584;F003061;22400584/3;50;01/03/24
71;22.400.584;F003063;22400584/4;35;01/03/24
71;22.400.584;F003060;22400584/2;140;29/02/24
71;22.400.585;A007786;22400585/1;1;29/01/24
71;22.400.586;C004789;22400586/1;1;29/01/24
71;22.400.587;A007348;22400587/6;3.150;31/01/24
71;22.400.587;A007348;22400587/9;3.150;31/01/24
71;22.400.587;A007348;22400587/8;3.150;31/01/24
71;22.400.587;A007348;22400587/2;3.150;31/01/24
71;22.400.587;A007348;22400587/12;3.150;31/01/24
71;22.400.587;A007348;22400587/11;3.150;31/01/24
71;22.400.587;A007348;22400587/3;3.150;31/01/24
71;22.400.587;A007348;22400587/10;3.150;31/01/24
71;22.400.587;A007348;22400587/1;1.650;31/01/24
71;22.400.587;A007348;22400587/4;3.150;31/01/24
71;22.400.587;A007348;22400587/7;3.150;31/01/24
71;22.400.587;A007348;22400587/5;3.150;31/01/24
71;22.400.589;C004789;22400589/1;1;29/01/24
71;22.400.590;C004789;22400590/1;1;29/01/24
71;22.400.591;C004789;22400591/1;1;29/01/24
71;22.400.592;C004789;22400592/1;1;29/01/24
71;22.400.593;C004789;22400593/1;1;29/01/24
71;22.400.594;C004982;22400594/1;1;29/01/24
71;22.400.595;B005355;22400595/1;1;26/01/24
71;22.400.596;B005953;22400596/1;1;29/01/24
71;22.400.603;F003108;22400603/4;15;18/03/24
71;22.400.603;F003110;22400603/5;100;01/03/24
71;22.400.603;F003082;22400603/2;120;16/02/24
71;22.400.603;F003331;22400603/7;20;01/03/24
71;22.400.603;F003340;22400603/6;50;06/03/24
71;22.400.603;F003066;22400603/1;4;01/03/24
71;22.400.603;F003084;22400603/3;25;19/02/24
71;22.400.604;F003069;22400604/1;50;05/03/24
71;22.400.604;F003080;22400604/2;420;15/03/24
71;22.400.605;F003075;22400605/1;1;08/03/24
71;22.400.606;F003337;22400606/1;100;06/03/24
71;22.400.607;F003113;22400607/1;3.000;28/03/24
71;22.400.608;F003515;22400608/1;50;06/03/24
71;22.400.609;F003541;22400609/1;1.000;08/02/24
71;22.400.609;F003541;22400609/2;1.000;20/03/24
71;22.400.610;F002933;22400610/1;10;07/03/24
71;22.400.611;A004259;22400611/2;10.800;29/01/24
71;22.400.611;A004259;22400611/1;10.800;29/01/24
71;22.400.612;D008706;22400612/1;21.500;02/04/24
71;22.400.612;D008850;22400612/2;19.300;02/04/24
71;22.400.613;D008707;22400613/1;22.000;02/04/24
71;22.400.614;A007482;22400614/1;7.000;02/02/24
71;22.400.615;D007145;22400615/3;93.500;08/04/24
71;22.400.615;D008375;22400615/2;17.500;26/03/24
71;22.400.615;D006077;22400615/1;85.000;15/03/24
71;22.400.616;D007175;22400616/1;8.000;13/03/24
71;22.400.616;D009038;22400616/2;23.000;20/03/24
71;22.400.617;D008525;22400617/3;81.000;08/04/24
71;22.400.617;D008821;22400617/2;11.500;25/03/24
71;22.400.617;D008373;22400617/1;22.000;28/03/24
71;22.400.618;D009039;22400618/4;22.500;14/03/24
71;22.400.618;D008526;22400618/2;80.000;04/04/24
71;22.400.618;D008374;22400618/1;22.000;27/03/24
71;22.400.618;D008822;22400618/3;13.000;21/03/24
71;22.400.621;D007347;22400621/2;20.000;11/04/24
71;22.400.621;D008699;22400621/1;4.000;02/04/24
71;22.400.624;F003472;22400624/3;16;14/02/24
71;22.400.624;F003470;22400624/2;16;14/02/24
71;22.400.624;F001245;22400624/1;11;15/02/24
71;22.400.624;F002792;22400624/4;7;14/02/24
71;22.400.625;F003276;22400625/1;2.000;23/04/24
71;22.400.626;F000098;22400626/1;1.750;04/04/24
71;22.400.626;F002960;22400626/4;3.000;05/03/24
71;22.400.626;F002274;22400626/3;125;05/03/24
71;22.400.626;F002616;22400626/2;360;14/02/24
71;22.400.627;F002260;22400627/1;33;23/02/24
71;22.400.628;F003058;22400628/1;60;09/02/24
71;22.400.629;F000301;22400629/1;20;18/03/24
71;22.400.629;F000306;22400629/2;40;28/03/24
71;22.400.630;F001478;22400630/1;30;05/03/24
71;22.400.631;F000924;22400631/1;480;12/04/24
71;22.400.632;A007456;22400632/1;1;24/01/24
71;22.400.633;A007950;22400633/1;1;24/01/24
71;22.400.634;A007977;22400634/1;1;24/01/24
71;22.400.635;B006317;22400635/1;1;24/01/24
71;22.400.636;B004973;22400636/1;1;24/01/24
71;22.400.637;A006306;22400637/1;1;24/01/24
71;22.400.638;A006174;22400638/1;1;24/01/24
71;22.400.640;C004029;22400640/1;1;24/01/24
71;22.400.641;C003535;22400641/1;1;24/01/24
71;22.400.642;B006119;22400642/1;1;24/01/24
71;22.400.643;C004653;22400643/1;1;24/01/24
71;22.400.644;F001615;22400644/1;28.000;30/06/24
71;22.400.645;F001858;22400645/1;300;04/03/24
71;22.400.646;F001966;22400646/1;10;09/04/24
71;22.400.647;F002763;22400647/1;400;10/04/24
71;22.400.648;B005699;22400648/1;1;26/01/24
71;22.400.649;F001841;22400649/1;1;29/01/24
71;22.400.650;F002646;22400650/1;1;29/01/24
71;22.400.651;F000632;22400651/1;1;29/01/24
71;22.400.652;F003086;22400652/1;1;29/01/24
71;22.400.653;D011048;22400653/1;1;22/01/24
71;22.400.656;F002959;22400656/1;450;19/02/24
71;22.400.660;E002382;22400660/1;30.000;10/05/24
71;22.400.661;E002801;22400661/1;78.400;10/05/24
71;22.400.661;E002801;22400661/2;33.600;27/05/24
71;22.400.662;E003319;22400662/1;800;15/03/24
71;22.400.663;E003546;22400663/2;1.050;25/03/24
71;22.400.663;E004166;22400663/3;1.000;02/04/24
71;22.400.663;E004204;22400663/5;500;04/06/24
71;22.400.663;E003506;22400663/1;1.000;25/03/24
71;22.400.663;E004232;22400663/4;1.000;23/05/24
71;22.400.664;D001286;22400664/1;2.000;21/03/24
71;22.400.665;D008204;22400665/1;11.000;04/03/24
71;22.400.665;D006773;22400665/4;23.000;02/05/24
71;22.400.665;D007060;22400665/5;28.500;06/05/24
71;22.400.665;D004612;22400665/2;58.000;05/06/24
71;22.400.665;D005993;22400665/3;55.500;02/05/24
71;22.400.666;E003582;22400666/1;64.800;15/04/24
71;22.400.667;D005992;22400667/2;56.700;08/05/24
71;22.400.667;D008205;22400667/1;10.300;04/03/24
71;22.400.668;D004611;22400668/2;68.000;05/06/24
71;22.400.668;D011738;22400668/1;63.000;19/03/24
71;22.400.669;D006063;22400669/1;96.000;19/04/24
71;22.400.670;D006772;22400670/1;22.500;03/05/24
71;22.400.670;D007058;22400670/2;28.000;06/05/24
71;22.400.671;D007059;22400671/1;31.000;29/04/24
71;22.400.672;E002577;22400672/2;23.814;19/04/24
71;22.400.672;E002576;22400672/1;38.400;19/04/24
71;22.400.673;E003572;22400673/1;24.000;03/04/24
71;22.400.696;A007743;22400696/1;20.000;01/02/24
71;22.400.697;A007263;22400697/1;25.000;09/02/24
71;22.400.698;E004372;22400698/4;350;05/02/24
71;22.400.699;D000920;22400699/2;2.000;05/04/24
71;22.400.699;D003428;22400699/1;6.000;22/03/24
71;22.400.700;D009521;22400700/1;14.000;09/04/24
71;22.400.701;D011297;22400701/1;207.000;09/05/24
71;22.400.704;B005770;22400704/1;1;23/01/24
71;22.400.705;F003408;22400705/1;45;08/04/24
71;22.400.706;F003410;22400706/1;90;05/04/24
71;22.400.707;F003429;22400707/2;125;12/04/24
71;22.400.707;F003428;22400707/1;100;08/04/24
71;22.400.709;F003430;22400709/1;25;10/04/24
71;22.400.710;E004137;22400710/1;7.000;21/05/24
71;22.400.711;D005078;22400711/1;1.000;26/01/24
71;22.400.712;F003890;22400712/1;1;09/02/24
71;22.400.713;A007456;22400713/1;1;25/01/24
71;22.400.714;A007456;22400714/1;1;26/01/24
71;22.400.716;F001651;22400716/1;1.500;22/01/24
71;22.400.717;A006785;22400717/1;1;26/01/24
71;22.400.718;A006306;22400718/1;1;26/01/24
71;22.400.719;B005771;22400719/1;1;26/01/24
71;22.400.720;A007981;22400720/1;1;26/01/24
71;22.400.721;B005558;22400721/1;1;26/01/24
71;22.400.722;F001674;22400722/1;1;26/01/24
71;22.400.723;F003874;22400723/1;1;29/01/24
71;22.400.725;B004973;22400725/1;1;26/01/24
71;22.400.726;F003331;22400726/1;1;29/01/24
71;22.400.734;F002646;22400734/1;1;23/01/24
71;22.400.736;A007284;22400736/1;25.000;26/02/24
71;22.400.736;A007284;22400736/2;25.000;26/02/24
71;22.400.742;A007456;22400742/1;1;26/01/24
71;22.400.744;A007169;22400744/1;1;26/01/24
71;22.400.746;F001712;22400746/1;16.000;06/05/24
71;22.400.748;B005770;22400748/1;1;25/01/24
71;22.400.748;B005770;22400748/2;1;25/01/24
71;22.400.749;F001406;22400749/1;1;31/01/24
71;22.400.752;F003875;22400752/1;1;30/01/24
71;22.400.753;F001406;22400753/1;1;30/01/24
71;22.400.754;F003742;22400754/1;1;30/01/24
71;22.400.755;F003555;22400755/1;1;30/01/24
71;22.400.756;F003553;22400756/1;1;30/01/24
71;22.400.757;A006306;22400757/1;1;30/01/24
71;22.400.758;A005615;22400758/1;1;30/01/24
71;22.400.759;A005625;22400759/1;1;30/01/24
71;22.400.763;F000638;22400763/1;75;14/03/24
71;22.400.763;F002243;22400763/2;700;07/03/24
71;22.400.764;F002764;22400764/1;200;23/02/24
71;22.400.765;F003027;22400765/1;50;20/02/24
71;22.400.765;F001189;22400765/2;3.000;05/03/24
71;22.400.766;F001721;22400766/1;925;08/03/24
71;22.400.767;F002636;22400767/1;5.000;08/03/24
71;22.400.768;F002668;22400768/1;130;26/03/24
71;22.400.769;F002804;22400769/1;40;26/03/24
71;22.400.770;A007955;22400770/1;1;30/01/24
71;22.400.774;F003471;22400774/1;33;07/03/24
71;22.400.775;F001091;22400775/3;3;12/02/24
71;22.400.775;F000005;22400775/2;2;18/03/24
71;22.400.775;F002794;22400775/7;5;18/03/24
71;22.400.775;F001186;22400775/5;30;12/02/24
71;22.400.775;F003660;22400775/6;20;12/02/24
71;22.400.775;F001185;22400775/4;125;12/02/24
71;22.400.775;F000305;22400775/1;60;18/03/24
71;22.400.776;F000914;22400776/1;75;26/02/24
71;22.400.777;F000939;22400777/1;500;11/04/24
71;22.400.778;F000259;22400778/1;50;18/04/24
71;22.400.779;F000697;22400779/1;5;14/03/24
71;22.400.780;F001042;22400780/1;640;15/02/24
71;22.400.781;F001060;22400781/1;50;07/02/24
