PLANT;PN;DESC;CLASS;MOB;UM;FAMILY;DEPT;WOCE;BOMLEV
71;F003795;DESC PN F003795;08;OTH;KG;MPSO;****;;5
71;F003796;DESC PN F003796;08;BUY;KG;MPLI;****;;3
71;F003797;DESC PN F003797;08;BUY;KG;MPSO;****;;4
71;F003798;DESC PN F003798;08;BUY;KG;MPSO;****;;3
71;F003799;DESC PN F003799;06;BUY;KG;MPSO;****;;3
71;F003800;DESC PN F003800;08;BUY;KG;MPSO;****;;3
71;F003801;DESC PN F003801;08;BUY;KG;MPSO;****;;3
71;F003802;DESC PN F003802;08;BUY;KG;MPSO;****;;1
71;F003805;DESC PN F003805;06;OTH;TH;MPSO;****;****;3
71;F003806;DESC PN F003806;08;BUY;KG;MPSO;****;;5
71;F003807;DESC PN F003807;08;BUY;KG;MPSO;****;;4
71;F003808;DESC PN F003808;08;BUY;KG;MPSO;****;;3
71;F003809;DESC PN F003809;08;BUY;KG;MPSO;;;3
71;F003810;DESC PN F003810;08;BUY;KG;MPSO;****;;4
71;F003811;DESC PN F003811;08;BUY;KG;MPSO;****;;4
71;F003812;DESC PN F003812;06;BUY;KG;MPSO;****;;3
71;F003814;DESC PN F003814;08;BUY;KG;MPSO;****;;5
71;F003815;DESC PN F003815;06;BUY;KG;MPSO;****;;5
71;F003816;DESC PN F003816;06;BUY;KG;MPSO;****;;3
71;F003817;DESC PN F003817;08;BUY;KG;MPSO;****;;4
71;F003818;DESC PN F003818;06;BUY;KG;MPSO;****;;4
71;F003819;DESC PN F003819;08;BUY;KG;MPSO;****;;3
71;F003821;DESC PN F003821;08;OTH;KG;MPSO;****;;5
71;F003822;DESC PN F003822;08;BUY;KG;MPLI;****;;5
71;F003823;DESC PN F003823;08;BUY;KG;MPSO;****;;4
71;F003824;DESC PN F003824;06;BUY;KG;MPLI;****;****;3
71;F003825;DESC PN F003825;08;BUY;KG;MPSO;****;;5
71;F003826;DESC PN F003826;08;BUY;KG;MPSO;****;****;5
71;F003827;DESC PN F003827;08;BUY;KG;MPLI;****;;3
71;F003828;DESC PN F003828;08;BUY;KG;MPSO;****;****;5
71;F003829;DESC PN F003829;06;BUY;KG;MPLI;****;;1
71;F003830;DESC PN F003830;06;BUY;KG;MPSO;****;;1
71;F003831;DESC PN F003831;08;OTH;KG;MPSO;;;4
71;F003832;DESC PN F003832;08;BUY;KG;MPSO;****;;3
71;F003833;DESC PN F003833;08;BUY;KG;MPSO;****;;4
71;F003834;DESC PN F003834;08;BUY;KG;MPSO;****;;4
71;F003836;DESC PN F003836;08;BUY;KG;MPSO;****;;7
71;F003837;DESC PN F003837;08;BUY;KG;MPSO;****;****;2
71;F003839;DESC PN F003839;08;BUY;KG;MPSO;****;;4
71;F003840;DESC PN F003840;08;BUY;KG;MPSO;****;;4
71;F003841;DESC PN F003841;08;BUY;KG;MPSO;****;;4
71;F003842;DESC PN F003842;08;OTH;KG;MPSO;****;;6
71;F003843;DESC PN F003843;08;BUY;KG;MPSO;****;;3
71;F003845;DESC PN F003845;08;BUY;KG;MPSO;****;;5
71;F003848;DESC PN F003848;06;OTH;KG;MPSO;****;;6
71;F003849;DESC PN F003849;08;BUY;KG;MPSO;****;;3
71;F003850;DESC PN F003850;08;OTH;KG;MPSO;****;;6
71;F003851;DESC PN F003851;08;OTH;KG;MPSO;****;;6
71;F003852;DESC PN F003852;08;OTH;KG;MPSO;****;;6
71;F003853;DESC PN F003853;08;OTH;KG;MPSO;****;;6
71;F003854;DESC PN F003854;06;OTH;KG;MPSO;****;;4
71;F003855;DESC PN F003855;08;BUY;KG;MPSO;****;;3
71;F003856;DESC PN F003856;08;BUY;KG;MPSO;****;;4
71;F003857;DESC PN F003857;06;OTH;KG;MPSO;****;;5
71;F003858;DESC PN F003858;06;OTH;KG;MPSO;****;;5
71;F003859;DESC PN F003859;08;BUY;KG;MPSO;****;;3
71;F003863;DESC PN F003863;08;OTH;KG;MPSO;****;;4
71;F003865;DESC PN F003865;06;OTH;KG;MPLI;;;4
71;F003867;DESC PN F003867;08;OTH;KG;MPSO;****;;3
71;F003868;DESC PN F003868;08;OTH;KG;MPSO;****;;4
71;F003869;DESC PN F003869;08;BUY;KG;MPSO;****;;5
71;F003870;DESC PN F003870;08;BUY;KG;MPSO;****;;4
71;F003871;DESC PN F003871;08;BUY;KG;MPSO;****;;3
71;F003872;DESC PN F003872;08;BUY;KG;MPSO;****;;6
71;F003873;DESC PN F003873;08;BUY;KG;MPSO;****;;6
71;F003874;DESC PN F003874;08;BUY;KG;MPSO;****;;6
71;F003875;DESC PN F003875;06;BUY;KG;MPSO;****;;4
71;F003876;DESC PN F003876;08;BUY;KG;MPSO;****;;6
71;F003877;DESC PN F003877;08;BUY;KG;MPSO;****;;6
71;F003878;DESC PN F003878;06;BUY;KG;MPSO;****;;6
71;F003879;DESC PN F003879;06;BUY;KG;MPLI;****;;4
71;F003880;DESC PN F003880;08;BUY;KG;0036;****;;2
71;F003881;DESC PN F003881;08;BUY;KG;MPSO;****;;2
71;F003882;DESC PN F003882;06;OTH;TH;MPSO;****;;3
71;F003883;DESC PN F003883;08;BUY;KG;MPSO;****;;5
71;F003884;DESC PN F003884;08;BUY;KG;MPSO;****;;4
71;F003885;DESC PN F003885;08;BUY;KG;MPSO;****;;4
71;F003886;DESC PN F003886;08;BUY;KG;0036;****;;4
71;F003887;DESC PN F003887;08;BUY;KG;MPSO;****;;4
71;F003888;DESC PN F003888;08;BUY;KG;MPSO;****;;4
71;F003889;DESC PN F003889;08;OTH;KG;MPSO;****;****;4
71;F003890;DESC PN F003890;08;BUY;KG;MPSO;****;;3
71;F003891;DESC PN F003891;06;BUY;KG;MPSO;****;;3
71;F003892;DESC PN F003892;08;BUY;KG;MPSO;****;;3
71;F003893;DESC PN F003893;08;BUY;KG;MPSO;****;;4
71;F003894;DESC PN F003894;06;BUY;KG;MPSO;****;;4
71;F003895;DESC PN F003895;06;BUY;KG;MPSO;****;;4
71;F003897;DESC PN F003897;08;OTH;KG;0038;;;4
71;F003898;DESC PN F003898;08;OTH;KG;0038;;;4
71;F003899;DESC PN F003899;08;OTH;KG;0038;;;4
71;F003901;DESC PN F003901;08;BUY;KG;MPSO;****;;4
71;F003902;DESC PN F003902;08;BUY;KG;MPSO;****;;3
71;F003903;DESC PN F003903;08;BUY;KG;MPSO;****;;2
71;F003904;DESC PN F003904;08;BUY;KG;MPSO;****;;2
71;F003905;DESC PN F003905;08;BUY;KG;MPSO;****;;2
71;F003906;DESC PN F003906;08;BUY;KG;MPSO;****;;2
71;F003908;DESC PN F003908;08;BUY;KG;MS;****;;5
71;F003909;DESC PN F003909;08;BUY;KG;MPSO;****;;5
71;F003910;DESC PN F003910;08;BUY;KG;MPSO;****;;2
71;F003911;DESC PN F003911;06;BUY;KG;MPSO;****;;3
71;F003912;DESC PN F003912;08;BUY;KG;MPSO;****;;3
71;F003913;DESC PN F003913;08;OTH;KG;MPSO;****;;4
71;F003914;DESC PN F003914;08;OTH;KG;MPSO;****;;4
71;F003915;DESC PN F003915;08;OTH;KG;MPSO;****;;4
71;F003916;DESC PN F003916;08;BUY;KG;MPSO;****;;3
71;F003917;DESC PN F003917;06;SCO;KG;MPG;****;****;0
71;F003918;DESC PN F003918;08;BUY;KG;MPSO;****;****;3
71;F003919;DESC PN F003919;08;BUY;KG;MPSO;****;****;3
71;F003920;DESC PN F003920;08;BUY;KG;MPSO;****;;3
71;F003921;DESC PN F003921;08;OTH;KG;MPSO;****;****;3
71;F003923;DESC PN F003923;06;BUY;TH;MPSO;****;;2
71;F003924;DESC PN F003924;08;BUY;KG;MPSO;****;;3
71;F003925;DESC PN F003925;08;BUY;KG;MPSO;****;;3
71;F003926;DESC PN F003926;08;BUY;KG;MPSO;****;;3
71;F003928;DESC PN F003928;06;BUY;KG;MPSO;****;;4
71;F003929;DESC PN F003929;06;BUY;KG;MPSO;****;;4
71;F003930;DESC PN F003930;08;BUY;KG;MPSO;****;;4
71;F003931;DESC PN F003931;08;OTH;KG;MPSO;****;;4
71;F003933;DESC PN F003933;08;BUY;KG;0036;****;;4
71;F003934;DESC PN F003934;08;BUY;KG;MPSO;****;;6
71;F003935;DESC PN F003935;08;BUY;KG;MPSO;****;;4
71;F003936;DESC PN F003936;08;BUY;KG;0036;****;;4
71;F003939;DESC PN F003939;08;BUY;KG;MPSO;****;;4
71;F003940;DESC PN F003940;08;BUY;KG;MPSO;****;;4
71;F003941;DESC PN F003941;08;BUY;KG;MPSO;****;;4
71;F003942;DESC PN F003942;08;BUY;KG;MPSO;****;;5
71;F003943;DESC PN F003943;08;BUY;KG;MPSO;****;;3
71;F003944;DESC PN F003944;06;BUY;KG;MPSO;****;;3
71;F003945;DESC PN F003945;08;BUY;KG;MPLI;****;;2
71;F003946;DESC PN F003946;08;BUY;KG;MPSO;****;;3
71;F003947;DESC PN F003947;08;BUY;KG;MPSO;****;;3
71;F003948;DESC PN F003948;06;BUY;KG;MPSO;****;;3
71;F003949;DESC PN F003949;06;BUY;KG;MPSO;****;;3
71;F003950;DESC PN F003950;06;BUY;KG;MPSO;****;;3
71;F003952;DESC PN F003952;08;BUY;KG;MPSO;****;;2
71;F003953;DESC PN F003953;08;BUY;KG;MPSO;****;;2
71;F003954;DESC PN F003954;06;BUY;KG;MPSO;****;;4
71;F003955;DESC PN F003955;08;BUY;KG;MPSO;****;;4
71;F003956;DESC PN F003956;08;BUY;KG;MPSO;****;;2
71;F003957;DESC PN F003957;08;OTH;KG;0038;;;4
71;F003958;DESC PN F003958;08;BUY;KG;MPSO;****;;4
71;F003959;DESC PN F003959;06;BUY;KG;MPSO;****;;4
71;F003960;DESC PN F003960;06;BUY;KG;MPSO;****;;3
71;F003961;DESC PN F003961;08;BUY;KG;MPSO;****;;2
71;F003962;DESC PN F003962;08;BUY;KG;MPSO;****;;2
71;F003963;DESC PN F003963;08;BUY;KG;MPSO;****;;2
71;F003964;DESC PN F003964;08;BUY;KG;MPSO;****;;5
71;F003966;DESC PN F003966;06;BUY;TH;MPSO;****;;2
71;F003967;DESC PN F003967;08;OTH;KG;MPSO;****;;4
71;F003968;DESC PN F003968;08;BUY;KG;MPSO;****;;3
71;F003969;DESC PN F003969;08;BUY;KG;MPSO;****;;3
71;F003970;DESC PN F003970;08;BUY;KG;MPSO;****;;4
71;E000002;DESC PN E000002;12;BUY;KG;;****;****;2
71;E000003;DESC PN E000003;12;BUY;KG;;****;****;2
71;E000004;DESC PN E000004;12;BUY;KG;;****;****;2
71;E000005;DESC PN E000005;12;BUY;KG;;****;****;2
71;E000006;DESC PN E000006;12;BUY;KG;;****;****;2
71;E000009;DESC PN E000009;12;BUY;KG;;****;****;1
71;E000010;DESC PN E000010;12;BUY;KG;0036;****;****;3
71;E000011;DESC PN E000011;12;BUY;KG;;****;****;2
71;E000015;DESC PN E000015;12;BUY;KG;;****;****;2
71;E000016;DESC PN E000016;12;BUY;KG;0036;****;****;2
71;E000017;DESC PN E000017;12;BUY;KG;;****;****;1
71;E000019;DESC PN E000019;12;BUY;KG;;****;****;1
71;E000020;DESC PN E000020;12;BUY;KG;;****;****;1
71;E000021;DESC PN E000021;12;BUY;KG;;****;****;1
71;E000022;DESC PN E000022;12;BUY;KG;;****;****;1
71;E000023;DESC PN E000023;12;BUY;KG;;****;****;1
71;E000024;DESC PN E000024;12;BUY;KG;;****;****;1
71;E000025;DESC PN E000025;12;BUY;KG;;****;****;1
71;E000027;DESC PN E000027;12;BUY;KG;;****;****;1
71;E000031;DESC PN E000031;12;BUY;KG;0036;****;****;1
71;E000039;DESC PN E000039;12;BUY;KG;;****;****;1
71;E000040;DESC PN E000040;12;BUY;KG;;****;****;1
71;E000041;DESC PN E000041;10;MAKE;KG;STMC;STAM;STMP;1
71;E000043;DESC PN E000043;12;BUY;KG;0036;****;****;1
71;E000044;DESC PN E000044;12;BUY;KG;0036;****;****;1
71;E000046;DESC PN E000046;12;BUY;KG;0036;****;****;3
71;E000047;DESC PN E000047;12;MAKE;KG;STMC;STAM;STMP;1
71;E000048;DESC PN E000048;12;BUY;KG;;****;****;1
71;E000049;DESC PN E000049;12;BUY;KG;0036;****;****;1
71;E000050;DESC PN E000050;12;BUY;KG;;****;****;1
71;E000051;DESC PN E000051;12;BUY;KG;;****;****;1
71;E000053;DESC PN E000053;12;BUY;KG;;****;****;1
71;E000054;DESC PN E000054;12;BUY;KG;;****;****;1
71;E000055;DESC PN E000055;12;BUY;KG;;****;****;1
71;E000056;DESC PN E000056;12;MAKE;KG;STMA;STAM;STMP;2
71;E000057;DESC PN E000057;12;BUY;KG;;****;****;1
71;E000058;DESC PN E000058;10;MAKE;KG;0036;STAM;STMP;1
71;E000060;DESC PN E000060;12;BUY;KG;;****;****;1
71;E000061;DESC PN E000061;12;BUY;KG;;****;****;1
71;E000066;DESC PN E000066;12;SCO;KG;;CONF;;1
71;E000071;DESC PN E000071;12;BUY;KG;;****;****;1
71;E000074;DESC PN E000074;12;BUY;KG;;****;****;2
71;E000075;DESC PN E000075;12;BUY;KG;;****;****;2
71;E000076;DESC PN E000076;12;BUY;KG;;****;****;2
71;E000077;DESC PN E000077;12;BUY;KG;;****;****;1
71;E000081;DESC PN E000081;12;BUY;KG;;****;****;2
71;E000082;DESC PN E000082;12;BUY;KG;;****;****;1
71;E000083;DESC PN E000083;12;BUY;KG;;****;****;1
71;E000085;DESC PN E000085;12;BUY;KG;;****;****;1
71;E000086;DESC PN E000086;12;BUY;KG;0036;****;****;3
71;E000090;DESC PN E000090;12;BUY;KG;;****;****;1
71;E000091;DESC PN E000091;12;BUY;KG;****;****;****;2
71;E000092;DESC PN E000092;12;BUY;KG;0036;****;****;2
71;E000093;DESC PN E000093;12;BUY;KG;0036;****;****;3
71;E000094;DESC PN E000094;12;BUY;KG;0036;****;****;3
71;E000095;DESC PN E000095;12;BUY;KG;0036;****;****;3
71;E000095;DESC PN E000095;12;BUY;KG;0036;****;****;1
71;E000099;DESC PN E000099;06;BUY;NR;0036;****;****;2
71;E000100;DESC PN E000100;06;BUY;NR;0036;****;****;2
71;E000103;DESC PN E000103;12;BUY;NR;****;****;****;2
71;E000107;DESC PN E000107;06;BUY;NR;0036;****;****;2
71;E000110;DESC PN E000110;06;BUY;NR;0036;****;****;2
71;E000112;DESC PN E000112;06;BUY;NR;0036;****;****;2
71;E000114;DESC PN E000114;12;BUY;NR;****;****;****;2
71;E000115;DESC PN E000115;06;BUY;NR;0036;****;****;2
71;E000116;DESC PN E000116;06;BUY;NR;0036;****;****;2
71;E000120;DESC PN E000120;06;BUY;NR;CSD;COMP;CO;1
71;E000121;DESC PN E000121;12;SCO;NR;****;CONF;;2
71;E000123;DESC PN E000123;12;BUY;KG;;****;****;1
71;E000124;DESC PN E000124;12;BUY;KG;;****;****;1
71;E000126;DESC PN E000126;12;BUY;KG;;****;****;2
71;E000127;DESC PN E000127;12;BUY;KG;;****;****;1
71;E000128;DESC PN E000128;12;BUY;KG;0036;****;****;4
71;E000129;DESC PN E000129;12;BUY;KG;0036;****;****;4
71;E000131;DESC PN E000131;12;BUY;KG;0036;****;****;4
71;E000133;DESC PN E000133;12;BUY;KG;;****;****;2
71;E000134;DESC PN E000134;12;OTH;KG;;CONF;;1
71;E000135;DESC PN E000135;12;OTH;KG;;;;1
71;E000138;DESC PN E000138;12;BUY;NR;;****;****;1
71;E000139;DESC PN E000139;12;BUY;NR;;****;****;1
71;E000142;DESC PN E000142;12;BUY;NR;;****;****;1
71;E000143;DESC PN E000143;12;BUY;NR;;****;****;1
71;E000144;DESC PN E000144;12;OTH;NR;;;;1
71;E000145;DESC PN E000145;12;OTH;NR;;;;1
71;E000148;DESC PN E000148;12;BUY;NR;;****;****;1
71;E000149;DESC PN E000149;12;BUY;NR;;****;****;1
71;E000151;DESC PN E000151;12;BUY;NR;;****;****;1
71;E000153;DESC PN E000153;12;OTH;NR;;;;1
71;E000154;DESC PN E000154;12;BUY;NR;;****;****;1
71;E000156;DESC PN E000156;12;BUY;NR;****;****;****;1
71;E000157;DESC PN E000157;12;BUY;NR;;****;****;1
71;E000159;DESC PN E000159;12;BUY;NR;****;****;****;1
71;E000163;DESC PN E000163;12;OTH;NR;****;;;1
71;E000164;DESC PN E000164;12;OTH;NR;****;;;1
71;E000167;DESC PN E000167;12;BUY;NR;****;****;****;1
71;E000168;DESC PN E000168;12;BUY;NR;****;****;****;1
71;E000170;DESC PN E000170;12;BUY;NR;****;****;****;1
71;E000172;DESC PN E000172;12;OTH;NR;****;;;1
71;E000173;DESC PN E000173;12;BUY;NR;;****;****;1
71;E000174;DESC PN E000174;12;OTH;NR;;;;1
71;E000175;DESC PN E000175;12;OTH;NR;;;;1
71;E000176;DESC PN E000176;12;BUY;NR;;****;****;1
71;E000177;DESC PN E000177;12;BUY;KG;;****;****;1
71;E000179;DESC PN E000179;12;OTH;NR;****;****;;1
71;E000180;DESC PN E000180;12;OTH;NR;****;****;;1
71;E000182;DESC PN E000182;12;BUY;KG;;****;****;1
71;E000185;DESC PN E000185;12;BUY;KG;;****;****;1
71;E000186;DESC PN E000186;12;BUY;KG;;****;****;1
71;E000187;DESC PN E000187;12;BUY;NR;****;****;****;1
71;E000188;DESC PN E000188;06;BUY;NR;0036;****;****;2
71;E000189;DESC PN E000189;12;BUY;KG;0036;****;****;2
71;E000190;DESC PN E000190;12;BUY;KG;;****;****;1
71;E000191;DESC PN E000191;12;OTH;NR;****;;;1
71;E000192;DESC PN E000192;12;OTH;NR;;;;1
71;E000193;DESC PN E000193;06;OTH;NR;0036;;;2
71;E000194;DESC PN E000194;10;MAKE;KG;STMC;STAM;STMP;1
71;E000195;DESC PN E000195;10;MAKE;KG;STMC;STAM;STMP;1
71;E000196;DESC PN E000196;12;OTH;NR;;;;1
71;E000197;DESC PN E000197;12;OTH;NR;****;;;1
71;E000198;DESC PN E000198;06;OTH;NR;0038;;;2
71;E000201;DESC PN E000201;12;BUY;NR;;****;****;1
71;E000202;DESC PN E000202;12;OTH;KG;;;;1
71;E000203;DESC PN E000203;12;OTH;KG;;;;1
71;E000204;DESC PN E000204;12;BUY;NR;****;****;****;1
71;E000205;DESC PN E000205;12;BUY;NR;0036;****;****;1
71;E000206;DESC PN E000206;12;BUY;NR;****;****;****;1
71;E000207;DESC PN E000207;12;BUY;NR;****;****;****;1
71;E000208;DESC PN E000208;12;OTH;NR;;;;1
71;E000209;DESC PN E000209;12;BUY;NR;;****;****;1
71;E000210;DESC PN E000210;12;BUY;NR;;****;****;1
71;E000211;DESC PN E000211;12;BUY;NR;;****;****;1
71;E000212;DESC PN E000212;12;BUY;KG;;****;****;1
71;E000213;DESC PN E000213;12;BUY;NR;;****;****;1
71;E000214;DESC PN E000214;12;OTH;NR;****;CONF;;1
71;E000215;DESC PN E000215;12;OTH;NR;;CONF;;1
71;E000216;DESC PN E000216;12;BUY;NR;;****;****;1
71;E000217;DESC PN E000217;12;BUY;NR;0036;****;****;3
71;E000219;DESC PN E000219;12;BUY;KG;0036;****;****;2
71;E000220;DESC PN E000220;12;BUY;KG;;****;****;1
71;E000221;DESC PN E000221;12;BUY;KG;;****;****;1
71;E000222;DESC PN E000222;12;BUY;NR;****;****;****;2
71;E000223;DESC PN E000223;12;BUY;NR;0036;****;****;1
71;E000225;DESC PN E000225;12;OTH;NR;****;;;1
71;E000226;DESC PN E000226;12;OTH;NR;;;;1
71;E000227;DESC PN E000227;12;BUY;KG;0036;****;****;2
71;E000228;DESC PN E000228;12;BUY;KG;;****;****;1
71;E000229;DESC PN E000229;12;OTH;NR;****;;;1
71;E000230;DESC PN E000230;12;BUY;NR;;CONF;;1
71;E000231;DESC PN E000231;12;OTH;KG;;;;1
71;E000233;DESC PN E000233;12;BUY;KG;****;****;****;3
71;E000234;DESC PN E000234;12;BUY;NR;0036;****;****;2
71;E000235;DESC PN E000235;12;BUY;NR;****;****;****;2
71;E000236;DESC PN E000236;10;MAKE;KG;STMC;STAM;STMP;1
71;E000237;DESC PN E000237;12;BUY;KG;0036;****;****;2
71;E000238;DESC PN E000238;12;BUY;KG;0036;****;****;2
71;E000239;DESC PN E000239;10;MAKE;KG;STMC;STAM;STMP;1
71;E000240;DESC PN E000240;12;BUY;KG;0036;****;****;2
71;E000241;DESC PN E000241;12;BUY;KG;****;****;****;4
71;E000242;DESC PN E000242;12;BUY;KG;0036;****;****;2
71;E000245;DESC PN E000245;12;BUY;KG;0036;****;****;1
71;E000246;DESC PN E000246;12;BUY;KG;0036;****;****;3
71;E000247;DESC PN E000247;12;BUY;NR;****;****;****;1
71;E000248;DESC PN E000248;12;BUY;NR;;****;****;1
71;E000249;DESC PN E000249;12;BUY;NR;****;****;****;1
71;E000250;DESC PN E000250;12;BUY;NR;;****;****;1
71;E000251;DESC PN E000251;12;BUY;KG;0036;****;****;3
71;E000252;DESC PN E000252;12;MAKE;KG;STMC;STAM;STMP;1
71;E000253;DESC PN E000253;12;BUY;NR;;****;****;1
71;E000254;DESC PN E000254;12;OTH;NR;****;;;1
71;E000255;DESC PN E000255;12;OTH;NR;;;;1
71;E000256;DESC PN E000256;12;BUY;KG;;****;****;1
71;E000257;DESC PN E000257;12;BUY;KG;;****;****;2
71;E000258;DESC PN E000258;12;BUY;KG;;****;****;2
71;E000259;DESC PN E000259;12;BUY;KG;;****;****;3
71;E000260;DESC PN E000260;12;OTH;NR;****;;;1
71;E000261;DESC PN E000261;12;OTH;NR;;;;1
71;E000263;DESC PN E000263;12;BUY;KG;0036;****;****;2
71;E000265;DESC PN E000265;12;BUY;KG;0036;****;****;2
71;E000266;DESC PN E000266;12;BUY;KG;;****;****;1
71;E000267;DESC PN E000267;12;BUY;NR;0036;****;****;2
71;E000268;DESC PN E000268;12;BUY;NR;;****;****;1
71;E000269;DESC PN E000269;12;BUY;NR;;****;****;2
71;E000270;DESC PN E000270;12;BUY;KG;****;****;****;2
71;E000271;DESC PN E000271;12;BUY;KG;0036;****;****;2
71;E000272;DESC PN E000272;12;BUY;KG;0036;****;****;2
71;E000273;DESC PN E000273;12;BUY;KG;;****;****;1
71;E000274;DESC PN E000274;12;BUY;KG;****;****;****;2
71;E000275;DESC PN E000275;06;BUY;NR;0036;****;****;2
71;E000276;DESC PN E000276;12;BUY;NR;;****;****;1
71;E000277;DESC PN E000277;12;BUY;NR;****;****;****;2
71;E000279;DESC PN E000279;12;MAKE;KG;STMC;STAM;STMP;1
71;E000280;DESC PN E000280;10;MAKE;KG;STMC;STAM;STMP;1
71;E000281;DESC PN E000281;12;BUY;KG;;****;****;1
71;E000282;DESC PN E000282;12;BUY;KG;0036;****;****;2
71;E000284;DESC PN E000284;12;OTH;NR;****;;;1
71;E000285;DESC PN E000285;12;OTH;NR;;;;1
71;E000286;DESC PN E000286;12;BUY;KG;;****;****;1
71;E000287;DESC PN E000287;12;OTH;NR;****;CONF;;1
71;E000288;DESC PN E000288;12;OTH;NR;;;;1
71;E000289;DESC PN E000289;12;BUY;NR;0036;****;****;1
71;E000290;DESC PN E000290;10;MAKE;KG;;STAM;STMP;0
71;E000291;DESC PN E000291;10;MAKE;KG;;STAM;STMP;1
71;E000292;DESC PN E000292;10;MAKE;KG;;STAM;STMP;0
71;E000293;DESC PN E000293;10;MAKE;KG;;STAM;STMP;1
71;E000294;DESC PN E000294;10;MAKE;KG;;STAM;STMP;1
71;E000295;DESC PN E000295;10;MAKE;KG;;STAM;STMP;1
71;E000296;DESC PN E000296;10;MAKE;KG;;STAM;STMP;1
71;E000297;DESC PN E000297;10;MAKE;KG;;STAM;STMP;1
71;E000298;DESC PN E000298;10;MAKE;KG;;STAM;STMP;1
71;E000299;DESC PN E000299;10;MAKE;KG;;STAM;STMP;1
71;E000300;DESC PN E000300;12;BUY;KG;;****;****;1
71;E000301;DESC PN E000301;10;MAKE;KG;;STAM;STMP;1
71;E000302;DESC PN E000302;10;MAKE;KG;;STAM;STMP;1
71;E000303;DESC PN E000303;10;MAKE;KG;;STAM;STMP;1
71;E000304;DESC PN E000304;10;MAKE;KG;STMA;STAM;STMP;1
71;E000305;DESC PN E000305;10;MAKE;KG;;STAM;STMP;1
71;E000306;DESC PN E000306;10;MAKE;KG;STMA;STAM;STMP;2
71;E000307;DESC PN E000307;12;BUY;KG;;****;****;1
71;E000308;DESC PN E000308;12;BUY;KG;;****;****;1
71;E000309;DESC PN E000309;12;BUY;KG;;****;****;1
71;E000310;DESC PN E000310;10;MAKE;KG;;STAM;STMP;0
71;E000311;DESC PN E000311;10;MAKE;KG;STMA;STAM;STMP;2
71;E000312;DESC PN E000312;12;BUY;KG;0036;STAM;STMP;2
71;E000313;DESC PN E000313;10;MAKE;KG;;STAM;STMP;1
71;E000314;DESC PN E000314;10;MAKE;KG;;STAM;STMP;1
71;E000315;DESC PN E000315;10;MAKE;KG;;STAM;STMP;1
71;E000316;DESC PN E000316;10;MAKE;KG;;STAM;STMP;1
71;E000317;DESC PN E000317;10;MAKE;KG;;STAM;STMP;0
71;E000318;DESC PN E000318;10;MAKE;KG;;STAM;STMP;1
71;E000319;DESC PN E000319;10;MAKE;KG;;STAM;STMP;1
71;E000320;DESC PN E000320;10;MAKE;KG;STMA;STAM;STMP;1
71;E000321;DESC PN E000321;10;MAKE;KG;;STAM;STMP;1
71;E000322;DESC PN E000322;10;MAKE;KG;STMC;STAM;STMP;2
71;E000323;DESC PN E000323;10;MAKE;KG;;STAM;STMP;1
71;E000324;DESC PN E000324;10;MAKE;KG;;STAM;STMP;1
71;E000325;DESC PN E000325;10;MAKE;KG;;STAM;STMP;1
71;E000326;DESC PN E000326;10;MAKE;KG;;STAM;STMP;1
71;E000327;DESC PN E000327;10;MAKE;KG;STMA;STAM;STMP;2
71;E000328;DESC PN E000328;10;MAKE;KG;STMA;STAM;STMP;2
71;E000329;DESC PN E000329;10;MAKE;KG;;STAM;STMP;1
71;E000330;DESC PN E000330;10;MAKE;KG;;STAM;STMP;1
71;E000331;DESC PN E000331;10;MAKE;KG;STMA;STAM;STMP;2
71;E000332;DESC PN E000332;10;MAKE;KG;;STAM;STMP;1
71;E000333;DESC PN E000333;12;BUY;KG;;****;****;1
71;E000334;DESC PN E000334;10;MAKE;KG;;STAM;STMP;1
71;E000335;DESC PN E000335;10;MAKE;KG;;STAM;STMP;1
71;E000336;DESC PN E000336;10;MAKE;KG;;STAM;STMP;1
71;E000337;DESC PN E000337;12;OTH;NR;****;;;1
71;E000338;DESC PN E000338;12;OTH;NR;****;;;1
71;E000339;DESC PN E000339;10;MAKE;KG;;STAM;STMP;0
71;E000340;DESC PN E000340;10;MAKE;KG;;STAM;STMP;1
71;E000341;DESC PN E000341;10;MAKE;KG;;STAM;STMP;1
71;E000342;DESC PN E000342;10;MAKE;KG;STMA;STAM;STMP;1
71;E000343;DESC PN E000343;10;MAKE;KG;STMA;STAM;STMP;1
71;E000344;DESC PN E000344;12;BUY;KG;;****;****;3
71;E000345;DESC PN E000345;10;MAKE;KG;STMA;STAM;STMP;2
71;E000346;DESC PN E000346;10;MAKE;KG;;STAM;STMP;1
71;E000347;DESC PN E000347;10;MAKE;KG;;STAM;STMP;1
71;E000348;DESC PN E000348;10;MAKE;KG;;STAM;STMP;1
71;E000349;DESC PN E000349;10;MAKE;KG;;STAM;STMP;1
71;E000350;DESC PN E000350;10;MAKE;KG;;STAM;STMP;1
71;E000351;DESC PN E000351;10;MAKE;KG;STMA;STAM;STMP;1
71;E000352;DESC PN E000352;10;MAKE;KG;****;STAM;STMP;1
71;E000353;DESC PN E000353;10;MAKE;KG;STMA;STAM;STMP;1
71;E000354;DESC PN E000354;10;MAKE;KG;;STAM;STMP;1
71;E000355;DESC PN E000355;10;MAKE;KG;;STAM;STMP;1
71;E000356;DESC PN E000356;10;MAKE;KG;;STAM;STMP;1
