PLANT;SUPP_CODE;SUPP_NAME;COUNTRY
71;S879;Supplier name:S879;I
71;S880;Supplier name:S880;I
71;S881;Supplier name:S881;GB
71;S882;Supplier name:S882;I
71;S883;Supplier name:S883;I
71;S884;Supplier name:S884;I
71;S885;Supplier name:S885;I
71;S886;Supplier name:S886;I
71;S887;Supplier name:S887;I
71;S888;Supplier name:S888;I
71;S889;Supplier name:S889;I
71;S890;Supplier name:S890;I
71;S891;Supplier name:S891;I
71;S892;Supplier name:S892;I
71;S893;Supplier name:S893;I
71;S894;Supplier name:S894;I
71;S895;Supplier name:S895;I
71;S896;Supplier name:S896;I
71;S897;Supplier name:S897;I
71;S898;Supplier name:S898;I
71;S899;Supplier name:S899;I
71;S900;Supplier name:S900;I
71;S901;Supplier name:S901;I
71;S902;Supplier name:S902;I
71;S903;Supplier name:S903;I
71;S904;Supplier name:S904;I
71;S905;Supplier name:S905;I
71;S906;Supplier name:S906;I
71;S907;Supplier name:S907;I
71;S908;Supplier name:S908;I
71;S909;Supplier name:S909;I
71;S910;Supplier name:S910;I
71;S911;Supplier name:S911;I
71;S912;Supplier name:S912;I
71;S913;Supplier name:S913;I
71;S914;Supplier name:S914;I
71;S915;Supplier name:S915;I
71;S916;Supplier name:S916;I
71;S917;Supplier name:S917;I
71;S918;Supplier name:S918;I
71;S919;Supplier name:S919;I
71;S920;Supplier name:S920;I
71;S921;Supplier name:S921;CH
71;S922;Supplier name:S922;I
71;S923;Supplier name:S923;I
71;S924;Supplier name:S924;I
71;S925;Supplier name:S925;I
71;S926;Supplier name:S926;I
71;S927;Supplier name:S927;I
71;S928;Supplier name:S928;I
71;S929;Supplier name:S929;I
71;S930;Supplier name:S930;I
71;S931;Supplier name:S931;I
71;S932;Supplier name:S932;I
71;S933;Supplier name:S933;I
71;S934;Supplier name:S934;CH
71;S935;Supplier name:S935;D
71;S936;Supplier name:S936;D
71;S937;Supplier name:S937;I
71;S938;Supplier name:S938;CH
71;S939;Supplier name:S939;USA
71;S940;Supplier name:S940;USA
71;S941;Supplier name:S941;USA
71;S942;Supplier name:S942;F
71;S943;Supplier name:S943;F
71;S944;Supplier name:S944;F
71;S945;Supplier name:S945;F
71;S946;Supplier name:S946;USA
71;S947;Supplier name:S947;J
71;S948;Supplier name:S948;S
71;S949;Supplier name:S949;F
71;S950;Supplier name:S950;USA
71;S951;Supplier name:S951;E
71;S952;Supplier name:S952;CH
71;S953;Supplier name:S953;CN
71;S954;Supplier name:S954;F
71;S955;Supplier name:S955;E
71;S956;Supplier name:S956;F
71;S957;Supplier name:S957;DK
71;S958;Supplier name:S958;F
71;S959;Supplier name:S959;D
71;S960;Supplier name:S960;B
71;S961;Supplier name:S961;CN
71;S962;Supplier name:S962;GB
71;S963;Supplier name:S963;D
71;S964;Supplier name:S964;F
71;S965;Supplier name:S965;CN
71;S966;Supplier name:S966;CH
71;S967;Supplier name:S967;D
71;S968;Supplier name:S968;F
71;S969;Supplier name:S969;E
71;S970;Supplier name:S970;CH
71;S971;Supplier name:S971;F
71;S972;Supplier name:S972;D
71;S973;Supplier name:S973;CH
71;S974;Supplier name:S974;F
71;S975;Supplier name:S975;F
71;S976;Supplier name:S976;CH
71;S977;Supplier name:S977;J
71;S978;Supplier name:S978;D
71;S979;Supplier name:S979;E
71;S980;Supplier name:S980;USA
71;S981;Supplier name:S981;D
71;S982;Supplier name:S982;CH
71;S983;Supplier name:S983;E
71;S984;Supplier name:S984;F
71;S985;Supplier name:S985;CDN
71;S986;Supplier name:S986;F
71;S987;Supplier name:S987;GB
71;S988;Supplier name:S988;GB
71;S989;Supplier name:S989;B
71;S990;Supplier name:S990;USA
71;S991;Supplier name:S991;J
71;S992;Supplier name:S992;D
71;S993;Supplier name:S993;CH
71;S994;Supplier name:S994;N
71;S995;Supplier name:S995;B
71;S996;Supplier name:S996;GB
71;S997;Supplier name:S997;N
71;S998;Supplier name:S998;CH
71;S999;Supplier name:S999;ISR
71;S1000;Supplier name:S1000;CH
71;S1001;Supplier name:S1001;GB
71;S1002;Supplier name:S1002;D
71;S1003;Supplier name:S1003;P
71;S1004;Supplier name:S1004;F
71;S1005;Supplier name:S1005;N
71;S1006;Supplier name:S1006;CN
71;S1007;Supplier name:S1007;F
71;S1008;Supplier name:S1008;F
71;S1009;Supplier name:S1009;F
71;S1010;Supplier name:S1010;F
71;S1012;Supplier name:S1012;D
71;S1013;Supplier name:S1013;CH
71;S1014;Supplier name:S1014;IND
71;S1015;Supplier name:S1015;IND
71;S1016;Supplier name:S1016;F
71;S1017;Supplier name:S1017;GB
71;S1018;Supplier name:S1018;F
71;S1019;Supplier name:S1019;CH
71;S1020;Supplier name:S1020;I
71;S1021;Supplier name:S1021;I
71;S1022;Supplier name:S1022;I
71;S1023;Supplier name:S1023;I
71;S1024;Supplier name:S1024;I
71;S1025;Supplier name:S1025;I
71;S1026;Supplier name:S1026;I
71;S1027;Supplier name:S1027;I
71;S1028;Supplier name:S1028;I
71;S1029;Supplier name:S1029;I
71;S1030;Supplier name:S1030;I
71;S1031;Supplier name:S1031;I
71;S1032;Supplier name:S1032;I
71;S1033;Supplier name:S1033;I
71;S1034;Supplier name:S1034;I
71;S1035;Supplier name:S1035;I
71;S1036;Supplier name:S1036;I
71;S1037;Supplier name:S1037;I
71;S1038;Supplier name:S1038;I
71;S1039;Supplier name:S1039;I
71;S1040;Supplier name:S1040;I
71;S1041;Supplier name:S1041;I
71;S1042;Supplier name:S1042;I
71;S1043;Supplier name:S1043;I
71;S1044;Supplier name:S1044;I
71;S1045;Supplier name:S1045;I
71;S1046;Supplier name:S1046;I
71;S1047;Supplier name:S1047;I
71;S1048;Supplier name:S1048;I
71;S1049;Supplier name:S1049;I
71;S1050;Supplier name:S1050;I
71;S1051;Supplier name:S1051;I
71;S1052;Supplier name:S1052;I
71;S1053;Supplier name:S1053;I
71;S1055;Supplier name:S1055;I
71;S1056;Supplier name:S1056;CH
71;S1057;Supplier name:S1057;I
71;S1058;Supplier name:S1058;I
71;S1059;Supplier name:S1059;I
71;S1060;Supplier name:S1060;I
71;S1061;Supplier name:S1061;I
71;S1062;Supplier name:S1062;I
71;S1064;Supplier name:S1064;I
71;S1065;Supplier name:S1065;I
71;S1066;Supplier name:S1066;I
71;S1067;Supplier name:S1067;I
71;S1068;Supplier name:S1068;I
71;S1069;Supplier name:S1069;I
71;S1070;Supplier name:S1070;I
71;S1071;Supplier name:S1071;I
71;S1072;Supplier name:S1072;I
71;S1073;Supplier name:S1073;I
71;S1074;Supplier name:S1074;I
71;S1075;Supplier name:S1075;I
71;S1077;Supplier name:S1077;I
71;S1078;Supplier name:S1078;I
71;S1079;Supplier name:S1079;CH
71;S1080;Supplier name:S1080;I
71;S1081;Supplier name:S1081;I
71;S1082;Supplier name:S1082;I
71;S1083;Supplier name:S1083;I
71;S1084;Supplier name:S1084;I
71;S1086;Supplier name:S1086;I
71;S1087;Supplier name:S1087;I
71;S1089;Supplier name:S1089;I
71;S1090;Supplier name:S1090;I
71;S1091;Supplier name:S1091;I
71;S1092;Supplier name:S1092;I
71;S1093;Supplier name:S1093;I
71;S1094;Supplier name:S1094;I
71;S1096;Supplier name:S1096;I
71;S1097;Supplier name:S1097;I
71;S1099;Supplier name:S1099;I
71;S1101;Supplier name:S1101;I
71;S1103;Supplier name:S1103;F
71;S1104;Supplier name:S1104;F
71;S1105;Supplier name:S1105;D
71;S1106;Supplier name:S1106;I
71;S1107;Supplier name:S1107;I
71;S1108;Supplier name:S1108;I
71;S1109;Supplier name:S1109;I
71;S1110;Supplier name:S1110;I
71;S1111;Supplier name:S1111;I
71;S1112;Supplier name:S1112;I
71;S1113;Supplier name:S1113;I
71;S1114;Supplier name:S1114;I
71;S1115;Supplier name:S1115;I
71;S1117;Supplier name:S1117;I
71;S1118;Supplier name:S1118;I
71;S1119;Supplier name:S1119;I
71;S1120;Supplier name:S1120;I
71;S1121;Supplier name:S1121;I
71;S1122;Supplier name:S1122;I
71;S1123;Supplier name:S1123;I
71;S1124;Supplier name:S1124;I
71;S1125;Supplier name:S1125;I
71;S1126;Supplier name:S1126;I
71;S1127;Supplier name:S1127;I
71;S1128;Supplier name:S1128;I
71;S1129;Supplier name:S1129;F
71;S1130;Supplier name:S1130;I
71;S1131;Supplier name:S1131;I
71;S1132;Supplier name:S1132;I
71;S1133;Supplier name:S1133;I
71;S1134;Supplier name:S1134;I
71;S1135;Supplier name:S1135;I
71;S1136;Supplier name:S1136;I
71;S1137;Supplier name:S1137;I
71;S1138;Supplier name:S1138;I
71;S1139;Supplier name:S1139;I
71;S1140;Supplier name:S1140;I
71;S1141;Supplier name:S1141;I
71;S1142;Supplier name:S1142;I
71;S1143;Supplier name:S1143;I
71;S1144;Supplier name:S1144;GB
71;S1145;Supplier name:S1145;I
71;S1146;Supplier name:S1146;I
71;S1147;Supplier name:S1147;I
71;S1148;Supplier name:S1148;I
71;S1149;Supplier name:S1149;I
71;S1150;Supplier name:S1150;I
71;S1151;Supplier name:S1151;I
71;S1152;Supplier name:S1152;I
71;S1153;Supplier name:S1153;I
71;S1154;Supplier name:S1154;I
71;S1155;Supplier name:S1155;I
71;S1156;Supplier name:S1156;I
71;S1157;Supplier name:S1157;I
71;S1158;Supplier name:S1158;I
71;S1159;Supplier name:S1159;I
71;S1160;Supplier name:S1160;I
71;S1161;Supplier name:S1161;I
71;S1162;Supplier name:S1162;I
71;S1163;Supplier name:S1163;I
71;S1164;Supplier name:S1164;I
71;S1165;Supplier name:S1165;I
71;S1166;Supplier name:S1166;I
71;S1167;Supplier name:S1167;D
71;S1168;Supplier name:S1168;I
71;S1169;Supplier name:S1169;I
71;S1170;Supplier name:S1170;I
71;S1171;Supplier name:S1171;D
71;S1172;Supplier name:S1172;F
71;S1173;Supplier name:S1173;I
71;S1174;Supplier name:S1174;I
71;S1175;Supplier name:S1175;I
71;S1176;Supplier name:S1176;I
71;S1177;Supplier name:S1177;I
71;S1178;Supplier name:S1178;I
71;S1179;Supplier name:S1179;I
71;S1180;Supplier name:S1180;I
71;S1181;Supplier name:S1181;I
71;S1182;Supplier name:S1182;I
71;S1183;Supplier name:S1183;I
71;S1184;Supplier name:S1184;I
71;S1185;Supplier name:S1185;I
71;S1186;Supplier name:S1186;I
71;S1187;Supplier name:S1187;I
71;S1189;Supplier name:S1189;I
71;S1190;Supplier name:S1190;I
71;S1191;Supplier name:S1191;I
71;S1192;Supplier name:S1192;I
71;S1193;Supplier name:S1193;I
71;S1194;Supplier name:S1194;I
71;S1195;Supplier name:S1195;I
71;S1196;Supplier name:S1196;I
71;S1197;Supplier name:S1197;I
71;S1198;Supplier name:S1198;I
71;S1199;Supplier name:S1199;I
71;S1200;Supplier name:S1200;I
71;S1201;Supplier name:S1201;I
71;S1202;Supplier name:S1202;I
71;S1203;Supplier name:S1203;I
71;S1204;Supplier name:S1204;I
71;S1205;Supplier name:S1205;I
71;S1206;Supplier name:S1206;I
71;S1207;Supplier name:S1207;I
71;S1208;Supplier name:S1208;I
71;S1209;Supplier name:S1209;I
71;S1210;Supplier name:S1210;I
71;S1211;Supplier name:S1211;I
71;S1212;Supplier name:S1212;I
71;S1213;Supplier name:S1213;I
71;S1214;Supplier name:S1214;I
71;S1215;Supplier name:S1215;I
71;S1216;Supplier name:S1216;I
71;S1217;Supplier name:S1217;I
71;S1218;Supplier name:S1218;I
71;S1219;Supplier name:S1219;I
71;S1220;Supplier name:S1220;I
71;S1222;Supplier name:S1222;I
71;S1223;Supplier name:S1223;I
71;S1224;Supplier name:S1224;I
71;S1225;Supplier name:S1225;I
71;S1226;Supplier name:S1226;I
71;S1227;Supplier name:S1227;I
71;S1228;Supplier name:S1228;I
71;S1229;Supplier name:S1229;I
71;S1230;Supplier name:S1230;I
71;S1231;Supplier name:S1231;I
71;S1233;Supplier name:S1233;I
71;S1234;Supplier name:S1234;I
71;S1235;Supplier name:S1235;I
71;S1236;Supplier name:S1236;I
71;S1237;Supplier name:S1237;I
71;S1238;Supplier name:S1238;I
71;S1239;Supplier name:S1239;I
71;S1241;Supplier name:S1241;I
71;S1242;Supplier name:S1242;I
71;S1243;Supplier name:S1243;D
71;S1244;Supplier name:S1244;I
71;S1245;Supplier name:S1245;I
71;S1246;Supplier name:S1246;I
71;S1247;Supplier name:S1247;F
71;S1248;Supplier name:S1248;I
71;S1249;Supplier name:S1249;I
71;S1250;Supplier name:S1250;I
71;S1251;Supplier name:S1251;I
71;S1252;Supplier name:S1252;I
71;S1253;Supplier name:S1253;I
71;S1254;Supplier name:S1254;I
71;S1255;Supplier name:S1255;I
71;S1256;Supplier name:S1256;I
71;S1257;Supplier name:S1257;I
71;S1258;Supplier name:S1258;I
71;S1259;Supplier name:S1259;I
71;S1260;Supplier name:S1260;I
71;S1261;Supplier name:S1261;I
71;S1262;Supplier name:S1262;I
71;S1263;Supplier name:S1263;I
71;S1264;Supplier name:S1264;I
71;S1265;Supplier name:S1265;I
71;S1266;Supplier name:S1266;I
71;S1267;Supplier name:S1267;F
71;S1268;Supplier name:S1268;D
71;S1269;Supplier name:S1269;I
71;S1270;Supplier name:S1270;I
71;S1271;Supplier name:S1271;F
71;S1272;Supplier name:S1272;I
71;S1273;Supplier name:S1273;I
71;S1274;Supplier name:S1274;F
71;S1275;Supplier name:S1275;F
71;S1276;Supplier name:S1276;I
71;S1277;Supplier name:S1277;F
71;S1279;Supplier name:S1279;I
71;S1280;Supplier name:S1280;I
71;S1281;Supplier name:S1281;I
71;S1282;Supplier name:S1282;I
71;S1283;Supplier name:S1283;I
71;S1284;Supplier name:S1284;I
71;S1286;Supplier name:S1286;I
71;S1287;Supplier name:S1287;D
71;S1288;Supplier name:S1288;I
71;S1289;Supplier name:S1289;I
71;S1290;Supplier name:S1290;I
71;S1291;Supplier name:S1291;F
71;S1292;Supplier name:S1292;I
71;S1293;Supplier name:S1293;I
71;S1294;Supplier name:S1294;I
71;S1295;Supplier name:S1295;I
71;S1296;Supplier name:S1296;I
71;S1297;Supplier name:S1297;I
71;S1298;Supplier name:S1298;D
71;S1299;Supplier name:S1299;I
71;S1300;Supplier name:S1300;F
71;S1301;Supplier name:S1301;I
71;S1302;Supplier name:S1302;I
71;S1303;Supplier name:S1303;I
71;S1304;Supplier name:S1304;I
71;S1306;Supplier name:S1306;CH
71;S1307;Supplier name:S1307;I
71;S1308;Supplier name:S1308;J
71;S1309;Supplier name:S1309;USA
71;S1310;Supplier name:S1310;F
71;S1311;Supplier name:S1311;GB
71;S1312;Supplier name:S1312;I
71;S1313;Supplier name:S1313;I
71;S1314;Supplier name:S1314;I
71;S1315;Supplier name:S1315;I
71;S1316;Supplier name:S1316;I
71;S1317;Supplier name:S1317;I
71;S1318;Supplier name:S1318;I
71;S1319;Supplier name:S1319;I
71;S1320;Supplier name:S1320;I
71;S1321;Supplier name:S1321;I
71;S1322;Supplier name:S1322;I
71;S1323;Supplier name:S1323;D
71;S1324;Supplier name:S1324;I
71;S1325;Supplier name:S1325;I
71;S1326;Supplier name:S1326;I
71;S1327;Supplier name:S1327;I
71;S1328;Supplier name:S1328;I
71;S1329;Supplier name:S1329;I
71;S1330;Supplier name:S1330;I
71;S1331;Supplier name:S1331;I
71;S1332;Supplier name:S1332;I
71;S1333;Supplier name:S1333;I
71;S1334;Supplier name:S1334;I
71;S1335;Supplier name:S1335;B
71;S1336;Supplier name:S1336;I
71;S1337;Supplier name:S1337;I
71;S1338;Supplier name:S1338;I
71;S1339;Supplier name:S1339;I
71;S1340;Supplier name:S1340;I
71;S1341;Supplier name:S1341;I
71;S1342;Supplier name:S1342;I
71;S1343;Supplier name:S1343;I
71;S1344;Supplier name:S1344;I
71;S1345;Supplier name:S1345;I
71;S1346;Supplier name:S1346;I
71;S1347;Supplier name:S1347;I
71;S1348;Supplier name:S1348;I
71;S1349;Supplier name:S1349;E
71;S1350;Supplier name:S1350;I
71;S1351;Supplier name:S1351;I
71;S1352;Supplier name:S1352;I
71;S1353;Supplier name:S1353;I
71;S1354;Supplier name:S1354;I
71;S1355;Supplier name:S1355;I
71;S1356;Supplier name:S1356;I
71;S1357;Supplier name:S1357;I
71;S1358;Supplier name:S1358;I
71;S1359;Supplier name:S1359;I
71;S1360;Supplier name:S1360;I
71;S1361;Supplier name:S1361;I
71;S1362;Supplier name:S1362;I
71;S1363;Supplier name:S1363;I
71;S1364;Supplier name:S1364;I
71;S1365;Supplier name:S1365;I
71;S1366;Supplier name:S1366;F
71;S1367;Supplier name:S1367;I
71;S1368;Supplier name:S1368;D
71;S1370;Supplier name:S1370;E
71;S1371;Supplier name:S1371;D
71;S1372;Supplier name:S1372;I
71;S1373;Supplier name:S1373;F
71;S1374;Supplier name:S1374;I
71;S1375;Supplier name:S1375;I
71;S1376;Supplier name:S1376;I
71;S1377;Supplier name:S1377;I
71;S1378;Supplier name:S1378;I
71;S1379;Supplier name:S1379;I
71;S1380;Supplier name:S1380;I
71;S1381;Supplier name:S1381;I
71;S1382;Supplier name:S1382;I
71;S1383;Supplier name:S1383;I
71;S1384;Supplier name:S1384;I
71;S1385;Supplier name:S1385;I
71;S1386;Supplier name:S1386;I
71;S1387;Supplier name:S1387;F
71;S1388;Supplier name:S1388;I
71;S1389;Supplier name:S1389;I
71;S1390;Supplier name:S1390;F
71;S1391;Supplier name:S1391;I
71;S1392;Supplier name:S1392;I
71;S1393;Supplier name:S1393;I
71;S1394;Supplier name:S1394;I
71;S1395;Supplier name:S1395;I
71;S1396;Supplier name:S1396;I
71;S1397;Supplier name:S1397;I
71;S1398;Supplier name:S1398;I
71;S1399;Supplier name:S1399;I
71;S1400;Supplier name:S1400;I
71;S1401;Supplier name:S1401;I
71;S1402;Supplier name:S1402;I
71;S1403;Supplier name:S1403;I
71;S1404;Supplier name:S1404;I
71;S1405;Supplier name:S1405;I
71;S1406;Supplier name:S1406;I
71;S1407;Supplier name:S1407;I
71;S1408;Supplier name:S1408;I
71;S1409;Supplier name:S1409;CH
71;S1410;Supplier name:S1410;D
71;S1411;Supplier name:S1411;I
71;S1412;Supplier name:S1412;ISR
71;S1413;Supplier name:S1413;B
71;S1414;Supplier name:S1414;I
71;S1415;Supplier name:S1415;I
71;S1416;Supplier name:S1416;I
71;S1417;Supplier name:S1417;I
71;S1418;Supplier name:S1418;I
71;S1419;Supplier name:S1419;I
71;S1420;Supplier name:S1420;I
71;S1421;Supplier name:S1421;I
71;S1422;Supplier name:S1422;I
71;S1423;Supplier name:S1423;I
71;S1424;Supplier name:S1424;I
71;S1425;Supplier name:S1425;I
71;S1426;Supplier name:S1426;I
71;S1427;Supplier name:S1427;I
71;S1428;Supplier name:S1428;I
71;S1429;Supplier name:S1429;I
71;S1430;Supplier name:S1430;I
71;S1431;Supplier name:S1431;I
71;S1432;Supplier name:S1432;IND
71;S1433;Supplier name:S1433;I
71;S1434;Supplier name:S1434;I
71;S1435;Supplier name:S1435;I
71;S1436;Supplier name:S1436;I
71;S1437;Supplier name:S1437;I
71;S1438;Supplier name:S1438;I
71;S1439;Supplier name:S1439;I
71;S1440;Supplier name:S1440;F
71;S1441;Supplier name:S1441;I
71;S1442;Supplier name:S1442;I
71;S1443;Supplier name:S1443;D
71;S1444;Supplier name:S1444;I
71;S1445;Supplier name:S1445;I
71;S1446;Supplier name:S1446;I
71;S1447;Supplier name:S1447;I
71;S1448;Supplier name:S1448;I
71;S1449;Supplier name:S1449;I
71;S1450;Supplier name:S1450;I
71;S1451;Supplier name:S1451;I
71;S1452;Supplier name:S1452;I
71;S1453;Supplier name:S1453;I
71;S1454;Supplier name:S1454;I
71;S1455;Supplier name:S1455;I
71;S1456;Supplier name:S1456;I
71;S1457;Supplier name:S1457;D
71;S1458;Supplier name:S1458;I
71;S1459;Supplier name:S1459;I
71;S1460;Supplier name:S1460;I
71;S1461;Supplier name:S1461;I
71;S1462;Supplier name:S1462;I
71;S1463;Supplier name:S1463;CH
71;S1464;Supplier name:S1464;I
71;S1465;Supplier name:S1465;I
71;S1466;Supplier name:S1466;CH
71;S1467;Supplier name:S1467;CH
71;S1468;Supplier name:S1468;I
71;S1469;Supplier name:S1469;I
71;S1470;Supplier name:S1470;I
71;S1471;Supplier name:S1471;I
71;S1473;Supplier name:S1473;I
71;S1474;Supplier name:S1474;I
71;S1475;Supplier name:S1475;D
71;S1476;Supplier name:S1476;I
71;S1477;Supplier name:S1477;I
71;S1478;Supplier name:S1478;F
71;S1479;Supplier name:S1479;I
71;S1480;Supplier name:S1480;CH
71;S1481;Supplier name:S1481;I
71;S1482;Supplier name:S1482;I
71;S1483;Supplier name:S1483;I
71;S1484;Supplier name:S1484;I
71;S1485;Supplier name:S1485;I
71;S1486;Supplier name:S1486;I
71;S1488;Supplier name:S1488;I
71;S1489;Supplier name:S1489;I
71;S1490;Supplier name:S1490;I
71;S1491;Supplier name:S1491;I
71;S1492;Supplier name:S1492;I
71;S1493;Supplier name:S1493;I
71;S1494;Supplier name:S1494;I
71;S1495;Supplier name:S1495;I
71;S1496;Supplier name:S1496;I
71;S1497;Supplier name:S1497;I
71;S1498;Supplier name:S1498;E
71;S1499;Supplier name:S1499;I
71;S1500;Supplier name:S1500;I
71;S1502;Supplier name:S1502;I
71;S1503;Supplier name:S1503;ISR
71;S1504;Supplier name:S1504;I
71;S1505;Supplier name:S1505;I
71;S1506;Supplier name:S1506;I
71;S1507;Supplier name:S1507;I
71;S1508;Supplier name:S1508;I
71;S1509;Supplier name:S1509;CH
71;S1510;Supplier name:S1510;GB
71;S1511;Supplier name:S1511;I
71;S1513;Supplier name:S1513;I
71;S1514;Supplier name:S1514;I
71;S1515;Supplier name:S1515;I
71;S1516;Supplier name:S1516;I
71;S1517;Supplier name:S1517;I
71;S1518;Supplier name:S1518;I
71;S1519;Supplier name:S1519;I
71;S1520;Supplier name:S1520;I
71;S1521;Supplier name:S1521;I
71;S1522;Supplier name:S1522;I
71;S1523;Supplier name:S1523;I
71;S1524;Supplier name:S1524;I
71;S1525;Supplier name:S1525;I
71;S1526;Supplier name:S1526;I
71;S1527;Supplier name:S1527;I
71;S1528;Supplier name:S1528;I
71;S1529;Supplier name:S1529;I
71;S1530;Supplier name:S1530;I
71;S1531;Supplier name:S1531;I
71;S1532;Supplier name:S1532;CN
71;S1533;Supplier name:S1533;I
71;S1534;Supplier name:S1534;I
71;S1535;Supplier name:S1535;I
71;S1536;Supplier name:S1536;I
71;S1537;Supplier name:S1537;I
71;S1538;Supplier name:S1538;I
71;S1539;Supplier name:S1539;I
71;S1540;Supplier name:S1540;I
71;S1541;Supplier name:S1541;I
71;S1542;Supplier name:S1542;I
71;S1543;Supplier name:S1543;I
71;S1544;Supplier name:S1544;I
71;S1545;Supplier name:S1545;I
71;S1546;Supplier name:S1546;I
71;S1547;Supplier name:S1547;I
71;S1548;Supplier name:S1548;I
71;S1549;Supplier name:S1549;I
71;S1550;Supplier name:S1550;I
71;S1551;Supplier name:S1551;I
71;S1552;Supplier name:S1552;I
71;S1553;Supplier name:S1553;I
71;S1554;Supplier name:S1554;I
71;S1555;Supplier name:S1555;I
71;S1556;Supplier name:S1556;I
71;S1558;Supplier name:S1558;CH
71;S1559;Supplier name:S1559;I
71;S1561;Supplier name:S1561;I
71;S1562;Supplier name:S1562;I
71;S1563;Supplier name:S1563;I
71;S1564;Supplier name:S1564;I
71;S1565;Supplier name:S1565;I
71;S1566;Supplier name:S1566;I
71;S1567;Supplier name:S1567;I
71;S1568;Supplier name:S1568;I
71;S1569;Supplier name:S1569;I
71;S1571;Supplier name:S1571;I
71;S1572;Supplier name:S1572;I
71;S1573;Supplier name:S1573;I
71;S1574;Supplier name:S1574;I
71;S1575;Supplier name:S1575;I
71;S1576;Supplier name:S1576;I
71;S1578;Supplier name:S1578;I
71;S1579;Supplier name:S1579;I
71;S1580;Supplier name:S1580;I
71;S1581;Supplier name:S1581;I
71;S1582;Supplier name:S1582;I
71;S1583;Supplier name:S1583;I
71;S1584;Supplier name:S1584;I
71;S1585;Supplier name:S1585;I
71;S1586;Supplier name:S1586;I
71;S1587;Supplier name:S1587;CH
71;S1588;Supplier name:S1588;GB
71;S1589;Supplier name:S1589;I
71;S1590;Supplier name:S1590;I
71;S1591;Supplier name:S1591;I
71;S1592;Supplier name:S1592;I
71;S1593;Supplier name:S1593;I
71;S1594;Supplier name:S1594;I
71;S1595;Supplier name:S1595;I
71;S1596;Supplier name:S1596;I
71;S1597;Supplier name:S1597;I
71;S1598;Supplier name:S1598;I
71;S1599;Supplier name:S1599;I
71;S1600;Supplier name:S1600;I
71;S1601;Supplier name:S1601;I
71;S1602;Supplier name:S1602;I
71;S1603;Supplier name:S1603;D
71;S1604;Supplier name:S1604;I
71;S1605;Supplier name:S1605;I
71;S1606;Supplier name:S1606;I
71;S1607;Supplier name:S1607;I
71;S1608;Supplier name:S1608;I
71;S1609;Supplier name:S1609;I
71;S1610;Supplier name:S1610;I
71;S1611;Supplier name:S1611;I
71;S1612;Supplier name:S1612;I
71;S1613;Supplier name:S1613;E
71;S1614;Supplier name:S1614;I
71;S1615;Supplier name:S1615;D
71;S1616;Supplier name:S1616;I
71;S1617;Supplier name:S1617;I
71;S1618;Supplier name:S1618;I
71;S1619;Supplier name:S1619;I
71;S1620;Supplier name:S1620;I
71;S1621;Supplier name:S1621;I
71;S1622;Supplier name:S1622;I
71;S1623;Supplier name:S1623;I
71;S1624;Supplier name:S1624;I
71;S1625;Supplier name:S1625;I
71;S1626;Supplier name:S1626;I
71;S1627;Supplier name:S1627;I
71;S1628;Supplier name:S1628;I
71;S1629;Supplier name:S1629;D
71;S1630;Supplier name:S1630;I
71;S1631;Supplier name:S1631;I
71;S1632;Supplier name:S1632;I
71;S1633;Supplier name:S1633;I
71;S1634;Supplier name:S1634;I
71;S1635;Supplier name:S1635;I
71;S1636;Supplier name:S1636;I
71;S1637;Supplier name:S1637;I
71;S1638;Supplier name:S1638;I
71;S1639;Supplier name:S1639;I
71;S1640;Supplier name:S1640;I
71;S1641;Supplier name:S1641;I
71;S1642;Supplier name:S1642;I
71;S1643;Supplier name:S1643;I
71;S1644;Supplier name:S1644;I
71;S1645;Supplier name:S1645;I
71;S1646;Supplier name:S1646;D
71;S1647;Supplier name:S1647;I
71;S1648;Supplier name:S1648;CH
71;S1649;Supplier name:S1649;I
71;S1650;Supplier name:S1650;I
71;S1651;Supplier name:S1651;I
71;S1652;Supplier name:S1652;D
71;S1653;Supplier name:S1653;I
71;S1654;Supplier name:S1654;I
71;S1655;Supplier name:S1655;I
71;S1656;Supplier name:S1656;I
71;S1657;Supplier name:S1657;I
71;S1658;Supplier name:S1658;I
71;S1659;Supplier name:S1659;I
71;S1660;Supplier name:S1660;I
71;S1661;Supplier name:S1661;I
71;S1662;Supplier name:S1662;GB
71;S1663;Supplier name:S1663;F
71;S1664;Supplier name:S1664;I
71;S1665;Supplier name:S1665;I
71;S1666;Supplier name:S1666;I
71;S1667;Supplier name:S1667;I
71;S1668;Supplier name:S1668;I
71;S1669;Supplier name:S1669;I
71;S1670;Supplier name:S1670;I
71;S1671;Supplier name:S1671;I
71;S1672;Supplier name:S1672;CH
71;S1673;Supplier name:S1673;I
71;S1674;Supplier name:S1674;I
71;S1675;Supplier name:S1675;I
71;S1676;Supplier name:S1676;I
71;S1677;Supplier name:S1677;I
71;S1678;Supplier name:S1678;I
71;S1679;Supplier name:S1679;I
71;S1680;Supplier name:S1680;I
71;S1681;Supplier name:S1681;I
71;S1682;Supplier name:S1682;I
71;S1683;Supplier name:S1683;I
71;S1684;Supplier name:S1684;I
71;S1685;Supplier name:S1685;I
71;S1686;Supplier name:S1686;CH
71;S1687;Supplier name:S1687;I
71;S1688;Supplier name:S1688;I
71;S1689;Supplier name:S1689;I
71;S1690;Supplier name:S1690;I
